Network,Nodes count,PP,Measure,Seeds count,SF,IF,Iterations count
4_5.txt,4941,0.9,random,494,10,93.87,11
4_5.txt,4941,0.9,random,1235,25,96.22,9
12_1.txt,1133,0.1,degree,56,5,33.01,8
12_1.txt,1133,0.1,degree,113,10,34.86,6
12_1.txt,1133,0.1,degree,283,25,44.84,4
12_1.txt,1133,0.2,degree,56,5,59.14,7
12_1.txt,1133,0.2,degree,113,10,59.14,6
12_1.txt,1133,0.2,degree,283,25,62.14,6
12_1.txt,1133,0.3,degree,56,5,74.76,5
12_1.txt,1133,0.3,degree,113,10,74.76,5
12_1.txt,1133,0.3,degree,283,25,75.2,4
12_1.txt,1133,0.4,degree,56,5,82.52,5
12_1.txt,1133,0.4,degree,113,10,82.52,5
12_1.txt,1133,0.4,degree,283,25,82.7,4
12_1.txt,1133,0.5,degree,56,5,87.64,4
12_1.txt,1133,0.5,degree,113,10,87.64,4
12_1.txt,1133,0.5,degree,283,25,87.64,4
12_1.txt,1133,0.6,degree,56,5,91.35,4
12_1.txt,1133,0.6,degree,113,10,91.35,4
12_1.txt,1133,0.6,degree,283,25,91.35,3
12_1.txt,1133,0.7,degree,56,5,94.62,4
12_1.txt,1133,0.7,degree,113,10,94.62,4
12_1.txt,1133,0.7,degree,283,25,94.62,3
12_1.txt,1133,0.8,degree,56,5,96.65,5
12_1.txt,1133,0.8,degree,113,10,96.65,4
12_1.txt,1133,0.8,degree,283,25,96.65,4
12_1.txt,1133,0.9,degree,56,5,98.15,4
12_1.txt,1133,0.9,degree,113,10,98.15,3
12_1.txt,1133,0.9,degree,283,25,98.15,3
12_1.txt,1133,0.1,closeness,56,5,33.01,9
12_1.txt,1133,0.1,closeness,113,10,35.57,7
12_1.txt,1133,0.1,closeness,283,25,44.13,3
12_1.txt,1133,0.2,closeness,56,5,59.31,8
12_1.txt,1133,0.2,closeness,113,10,59.66,6
12_1.txt,1133,0.2,closeness,283,25,61.87,6
12_1.txt,1133,0.3,closeness,56,5,74.76,5
12_1.txt,1133,0.3,closeness,113,10,74.76,5
12_1.txt,1133,0.3,closeness,283,25,75.02,4
12_1.txt,1133,0.4,closeness,56,5,82.52,6
12_1.txt,1133,0.4,closeness,113,10,82.52,5
12_1.txt,1133,0.4,closeness,283,25,82.52,5
12_1.txt,1133,0.5,closeness,56,5,87.64,4
12_1.txt,1133,0.5,closeness,113,10,87.64,4
12_1.txt,1133,0.5,closeness,283,25,87.64,4
12_1.txt,1133,0.6,closeness,56,5,91.35,4
12_1.txt,1133,0.6,closeness,113,10,91.35,4
12_1.txt,1133,0.6,closeness,283,25,91.35,3
12_1.txt,1133,0.7,closeness,56,5,94.62,4
12_1.txt,1133,0.7,closeness,113,10,94.62,4
12_1.txt,1133,0.7,closeness,283,25,94.62,3
12_1.txt,1133,0.8,closeness,56,5,96.65,5
12_1.txt,1133,0.8,closeness,113,10,96.65,4
12_1.txt,1133,0.8,closeness,283,25,96.65,4
12_1.txt,1133,0.9,closeness,56,5,98.15,4
12_1.txt,1133,0.9,closeness,113,10,98.15,4
12_1.txt,1133,0.9,closeness,283,25,98.15,3
12_1.txt,1133,0.1,random,56,5,34.95,13
12_1.txt,1133,0.1,random,113,10,40.95,13
12_1.txt,1133,0.1,random,283,25,53.05,6
12_1.txt,1133,0.2,random,56,5,61.69,8
12_1.txt,1133,0.2,random,113,10,63.37,6
12_1.txt,1133,0.2,random,283,25,69.02,5
12_1.txt,1133,0.3,random,56,5,75.55,5
12_1.txt,1133,0.3,random,113,10,76.7,5
12_1.txt,1133,0.3,random,283,25,80.23,4
12_1.txt,1133,0.4,random,56,5,83.14,5
12_1.txt,1133,0.4,random,113,10,83.58,5
12_1.txt,1133,0.4,random,283,25,85.88,4
12_1.txt,1133,0.5,random,56,5,88.17,5
12_1.txt,1133,0.5,random,113,10,88.44,5
12_1.txt,1133,0.5,random,283,25,90.11,4
12_1.txt,1133,0.6,random,56,5,91.97,5
12_1.txt,1133,0.6,random,113,10,92.14,4
12_1.txt,1133,0.6,random,283,25,93.29,3
12_1.txt,1133,0.7,random,56,5,95.23,5
12_1.txt,1133,0.7,random,113,10,95.41,4
12_1.txt,1133,0.7,random,283,25,95.85,4
12_1.txt,1133,0.8,random,56,5,97.0,5
12_1.txt,1133,0.8,random,113,10,97.09,4
12_1.txt,1133,0.8,random,283,25,97.35,4
12_1.txt,1133,0.9,random,56,5,98.5,4
12_1.txt,1133,0.9,random,113,10,98.5,4
12_1.txt,1133,0.9,random,283,25,98.68,3
12_2.txt,1133,0.1,degree,56,5,32.48,7
12_2.txt,1133,0.1,degree,113,10,35.48,6
12_2.txt,1133,0.1,degree,283,25,44.4,3
12_2.txt,1133,0.2,degree,56,5,62.14,7
12_2.txt,1133,0.2,degree,113,10,62.14,7
12_2.txt,1133,0.2,degree,283,25,63.28,4
12_2.txt,1133,0.3,degree,56,5,75.55,6
12_2.txt,1133,0.3,degree,113,10,75.55,5
12_2.txt,1133,0.3,degree,283,25,75.9,4
12_2.txt,1133,0.4,degree,56,5,81.64,5
12_2.txt,1133,0.4,degree,113,10,81.64,4
12_2.txt,1133,0.4,degree,283,25,81.99,3
12_2.txt,1133,0.5,degree,56,5,87.73,4
12_2.txt,1133,0.5,degree,113,10,87.73,4
12_2.txt,1133,0.5,degree,283,25,87.73,4
12_2.txt,1133,0.6,degree,56,5,91.97,4
12_2.txt,1133,0.6,degree,113,10,91.97,4
12_2.txt,1133,0.6,degree,283,25,91.97,4
12_2.txt,1133,0.7,degree,56,5,94.26,4
12_2.txt,1133,0.7,degree,113,10,94.26,4
12_2.txt,1133,0.7,degree,283,25,94.26,4
12_2.txt,1133,0.8,degree,56,5,96.65,4
12_2.txt,1133,0.8,degree,113,10,96.65,4
12_2.txt,1133,0.8,degree,283,25,96.65,4
12_2.txt,1133,0.9,degree,56,5,98.32,4
12_2.txt,1133,0.9,degree,113,10,98.32,3
12_2.txt,1133,0.9,degree,283,25,98.32,3
12_2.txt,1133,0.1,closeness,56,5,32.39,7
12_2.txt,1133,0.1,closeness,113,10,35.83,6
12_2.txt,1133,0.1,closeness,283,25,44.22,4
12_2.txt,1133,0.2,closeness,56,5,61.96,7
12_2.txt,1133,0.2,closeness,113,10,62.14,7
12_2.txt,1133,0.2,closeness,283,25,63.02,4
12_2.txt,1133,0.3,closeness,56,5,75.55,5
12_2.txt,1133,0.3,closeness,113,10,75.55,5
12_2.txt,1133,0.3,closeness,283,25,76.08,5
12_2.txt,1133,0.4,closeness,56,5,81.64,4
12_2.txt,1133,0.4,closeness,113,10,81.64,4
12_2.txt,1133,0.4,closeness,283,25,81.64,4
12_2.txt,1133,0.5,closeness,56,5,87.73,4
12_2.txt,1133,0.5,closeness,113,10,87.73,4
12_2.txt,1133,0.5,closeness,283,25,87.73,4
12_2.txt,1133,0.6,closeness,56,5,91.97,4
12_2.txt,1133,0.6,closeness,113,10,91.97,4
12_2.txt,1133,0.6,closeness,283,25,91.97,4
12_2.txt,1133,0.7,closeness,56,5,94.26,4
12_2.txt,1133,0.7,closeness,113,10,94.26,4
12_2.txt,1133,0.7,closeness,283,25,94.26,3
12_2.txt,1133,0.8,closeness,56,5,96.65,4
12_2.txt,1133,0.8,closeness,113,10,96.65,4
12_2.txt,1133,0.8,closeness,283,25,96.65,3
12_2.txt,1133,0.9,closeness,56,5,98.32,4
12_2.txt,1133,0.9,closeness,113,10,98.32,4
12_2.txt,1133,0.9,closeness,283,25,98.32,3
12_2.txt,1133,0.1,random,56,5,36.45,9
12_2.txt,1133,0.1,random,113,10,40.6,8
12_2.txt,1133,0.1,random,283,25,52.43,6
12_2.txt,1133,0.2,random,56,5,64.87,10
12_2.txt,1133,0.2,random,113,10,67.7,8
12_2.txt,1133,0.2,random,283,25,73.87,7
12_2.txt,1133,0.3,random,56,5,76.52,5
12_2.txt,1133,0.3,random,113,10,78.46,5
12_2.txt,1133,0.3,random,283,25,81.91,4
12_2.txt,1133,0.4,random,56,5,82.35,5
12_2.txt,1133,0.4,random,113,10,83.5,5
12_2.txt,1133,0.4,random,283,25,85.61,4
12_2.txt,1133,0.5,random,56,5,88.17,5
12_2.txt,1133,0.5,random,113,10,88.79,5
12_2.txt,1133,0.5,random,283,25,90.38,4
12_2.txt,1133,0.6,random,56,5,92.32,5
12_2.txt,1133,0.6,random,113,10,92.41,5
12_2.txt,1133,0.6,random,283,25,93.56,3
12_2.txt,1133,0.7,random,56,5,94.35,5
12_2.txt,1133,0.7,random,113,10,94.35,5
12_2.txt,1133,0.7,random,283,25,95.59,4
12_2.txt,1133,0.8,random,56,5,96.73,5
12_2.txt,1133,0.8,random,113,10,96.73,5
12_2.txt,1133,0.8,random,283,25,97.53,3
12_2.txt,1133,0.9,random,56,5,98.41,4
12_2.txt,1133,0.9,random,113,10,98.41,4
12_2.txt,1133,0.9,random,283,25,98.76,3
12_3.txt,1133,0.1,degree,56,5,30.8,8
12_3.txt,1133,0.1,degree,113,10,35.48,5
12_3.txt,1133,0.1,degree,283,25,45.1,4
12_3.txt,1133,0.2,degree,56,5,61.17,6
12_3.txt,1133,0.2,degree,113,10,61.17,6
12_3.txt,1133,0.2,degree,283,25,62.67,5
12_3.txt,1133,0.3,degree,56,5,74.85,6
12_3.txt,1133,0.3,degree,113,10,74.85,5
12_3.txt,1133,0.3,degree,283,25,74.85,5
12_3.txt,1133,0.4,degree,56,5,81.38,5
12_3.txt,1133,0.4,degree,113,10,81.38,5
12_3.txt,1133,0.4,degree,283,25,81.38,5
12_3.txt,1133,0.5,degree,56,5,86.76,5
12_3.txt,1133,0.5,degree,113,10,86.76,5
12_3.txt,1133,0.5,degree,283,25,86.76,5
12_3.txt,1133,0.6,degree,56,5,90.29,4
12_3.txt,1133,0.6,degree,113,10,90.29,4
12_3.txt,1133,0.6,degree,283,25,90.29,3
12_3.txt,1133,0.7,degree,56,5,93.47,4
12_3.txt,1133,0.7,degree,113,10,93.47,4
12_3.txt,1133,0.7,degree,283,25,93.47,3
12_3.txt,1133,0.8,degree,56,5,96.12,4
12_3.txt,1133,0.8,degree,113,10,96.12,3
12_3.txt,1133,0.8,degree,283,25,96.12,3
12_3.txt,1133,0.9,degree,56,5,98.06,4
12_3.txt,1133,0.9,degree,113,10,98.06,3
12_3.txt,1133,0.9,degree,283,25,98.06,3
12_3.txt,1133,0.1,closeness,56,5,31.16,9
12_3.txt,1133,0.1,closeness,113,10,35.66,9
12_3.txt,1133,0.1,closeness,283,25,43.16,4
12_3.txt,1133,0.2,closeness,56,5,61.08,7
12_3.txt,1133,0.2,closeness,113,10,61.08,6
12_3.txt,1133,0.2,closeness,283,25,62.93,5
12_3.txt,1133,0.3,closeness,56,5,74.85,6
12_3.txt,1133,0.3,closeness,113,10,74.85,6
12_3.txt,1133,0.3,closeness,283,25,75.29,5
12_3.txt,1133,0.4,closeness,56,5,81.38,5
12_3.txt,1133,0.4,closeness,113,10,81.38,5
12_3.txt,1133,0.4,closeness,283,25,81.38,5
12_3.txt,1133,0.5,closeness,56,5,86.76,5
12_3.txt,1133,0.5,closeness,113,10,86.76,5
12_3.txt,1133,0.5,closeness,283,25,86.76,5
12_3.txt,1133,0.6,closeness,56,5,90.29,4
12_3.txt,1133,0.6,closeness,113,10,90.29,4
12_3.txt,1133,0.6,closeness,283,25,90.29,4
12_3.txt,1133,0.7,closeness,56,5,93.47,4
12_3.txt,1133,0.7,closeness,113,10,93.47,4
12_3.txt,1133,0.7,closeness,283,25,93.47,3
12_3.txt,1133,0.8,closeness,56,5,96.12,4
12_3.txt,1133,0.8,closeness,113,10,96.12,4
12_3.txt,1133,0.8,closeness,283,25,96.12,3
12_3.txt,1133,0.9,closeness,56,5,98.06,4
12_3.txt,1133,0.9,closeness,113,10,98.06,4
12_3.txt,1133,0.9,closeness,283,25,98.06,3
12_3.txt,1133,0.1,random,56,5,36.19,10
12_3.txt,1133,0.1,random,113,10,40.78,10
12_3.txt,1133,0.1,random,283,25,53.57,6
12_3.txt,1133,0.2,random,56,5,62.84,7
12_3.txt,1133,0.2,random,113,10,65.49,6
12_3.txt,1133,0.2,random,283,25,71.84,5
12_3.txt,1133,0.3,random,56,5,76.08,6
12_3.txt,1133,0.3,random,113,10,77.49,6
12_3.txt,1133,0.3,random,283,25,81.29,4
12_3.txt,1133,0.4,random,56,5,82.17,6
12_3.txt,1133,0.4,random,113,10,83.14,5
12_3.txt,1133,0.4,random,283,25,85.7,4
12_3.txt,1133,0.5,random,56,5,87.2,5
12_3.txt,1133,0.5,random,113,10,87.82,4
12_3.txt,1133,0.5,random,283,25,89.76,3
12_3.txt,1133,0.6,random,56,5,90.56,5
12_3.txt,1133,0.6,random,113,10,90.91,4
12_3.txt,1133,0.6,random,283,25,92.41,3
12_3.txt,1133,0.7,random,56,5,93.65,4
12_3.txt,1133,0.7,random,113,10,93.82,4
12_3.txt,1133,0.7,random,283,25,94.88,3
12_3.txt,1133,0.8,random,56,5,96.2,4
12_3.txt,1133,0.8,random,113,10,96.29,4
12_3.txt,1133,0.8,random,283,25,96.73,3
12_3.txt,1133,0.9,random,56,5,98.06,4
12_3.txt,1133,0.9,random,113,10,98.06,4
12_3.txt,1133,0.9,random,283,25,98.23,3
12_4.txt,1133,0.1,degree,56,5,28.51,6
12_4.txt,1133,0.1,degree,113,10,33.54,6
12_4.txt,1133,0.1,degree,283,25,42.63,3
12_4.txt,1133,0.2,degree,56,5,62.14,7
12_4.txt,1133,0.2,degree,113,10,62.22,7
12_4.txt,1133,0.2,degree,283,25,63.72,5
12_4.txt,1133,0.3,degree,56,5,76.61,6
12_4.txt,1133,0.3,degree,113,10,76.61,5
12_4.txt,1133,0.3,degree,283,25,76.88,5
12_4.txt,1133,0.4,degree,56,5,83.14,5
12_4.txt,1133,0.4,degree,113,10,83.14,4
12_4.txt,1133,0.4,degree,283,25,83.14,4
12_4.txt,1133,0.5,degree,56,5,87.82,5
12_4.txt,1133,0.5,degree,113,10,87.82,5
12_4.txt,1133,0.5,degree,283,25,87.82,4
12_4.txt,1133,0.6,degree,56,5,91.79,4
12_4.txt,1133,0.6,degree,113,10,91.79,4
12_4.txt,1133,0.6,degree,283,25,91.79,4
12_4.txt,1133,0.7,degree,56,5,94.97,4
12_4.txt,1133,0.7,degree,113,10,94.97,4
12_4.txt,1133,0.7,degree,283,25,94.97,3
12_4.txt,1133,0.8,degree,56,5,96.38,4
12_4.txt,1133,0.8,degree,113,10,96.38,4
12_4.txt,1133,0.8,degree,283,25,96.38,3
12_4.txt,1133,0.9,degree,56,5,98.68,4
12_4.txt,1133,0.9,degree,113,10,98.68,3
12_4.txt,1133,0.9,degree,283,25,98.68,3
12_4.txt,1133,0.1,closeness,56,5,28.42,9
12_4.txt,1133,0.1,closeness,113,10,32.22,5
12_4.txt,1133,0.1,closeness,283,25,41.13,4
12_4.txt,1133,0.2,closeness,56,5,62.14,7
12_4.txt,1133,0.2,closeness,113,10,62.31,7
12_4.txt,1133,0.2,closeness,283,25,63.81,5
12_4.txt,1133,0.3,closeness,56,5,76.61,6
12_4.txt,1133,0.3,closeness,113,10,76.61,6
12_4.txt,1133,0.3,closeness,283,25,77.23,5
12_4.txt,1133,0.4,closeness,56,5,83.14,4
12_4.txt,1133,0.4,closeness,113,10,83.14,4
12_4.txt,1133,0.4,closeness,283,25,83.23,4
12_4.txt,1133,0.5,closeness,56,5,87.82,5
12_4.txt,1133,0.5,closeness,113,10,87.82,5
12_4.txt,1133,0.5,closeness,283,25,87.82,4
12_4.txt,1133,0.6,closeness,56,5,91.79,4
12_4.txt,1133,0.6,closeness,113,10,91.79,4
12_4.txt,1133,0.6,closeness,283,25,91.79,4
12_4.txt,1133,0.7,closeness,56,5,94.97,4
12_4.txt,1133,0.7,closeness,113,10,94.97,4
12_4.txt,1133,0.7,closeness,283,25,94.97,3
12_4.txt,1133,0.8,closeness,56,5,96.38,4
12_4.txt,1133,0.8,closeness,113,10,96.38,4
12_4.txt,1133,0.8,closeness,283,25,96.38,3
12_4.txt,1133,0.9,closeness,56,5,98.68,4
12_4.txt,1133,0.9,closeness,113,10,98.68,4
12_4.txt,1133,0.9,closeness,283,25,98.68,3
12_4.txt,1133,0.1,random,56,5,29.74,12
12_4.txt,1133,0.1,random,113,10,34.51,7
12_4.txt,1133,0.1,random,283,25,50.84,7
12_4.txt,1133,0.2,random,56,5,64.08,8
12_4.txt,1133,0.2,random,113,10,66.37,7
12_4.txt,1133,0.2,random,283,25,73.08,6
12_4.txt,1133,0.3,random,56,5,77.58,7
12_4.txt,1133,0.3,random,113,10,79.52,7
12_4.txt,1133,0.3,random,283,25,83.76,6
12_4.txt,1133,0.4,random,56,5,83.85,6
12_4.txt,1133,0.4,random,113,10,85.44,6
12_4.txt,1133,0.4,random,283,25,88.7,4
12_4.txt,1133,0.5,random,56,5,88.26,6
12_4.txt,1133,0.5,random,113,10,89.59,5
12_4.txt,1133,0.5,random,283,25,92.06,4
12_4.txt,1133,0.6,random,56,5,92.14,5
12_4.txt,1133,0.6,random,113,10,93.03,5
12_4.txt,1133,0.6,random,283,25,94.62,3
12_4.txt,1133,0.7,random,56,5,95.15,5
12_4.txt,1133,0.7,random,113,10,95.85,5
12_4.txt,1133,0.7,random,283,25,96.91,4
12_4.txt,1133,0.8,random,56,5,96.56,5
12_4.txt,1133,0.8,random,113,10,97.18,4
12_4.txt,1133,0.8,random,283,25,98.06,4
12_4.txt,1133,0.9,random,56,5,98.68,4
12_4.txt,1133,0.9,random,113,10,99.03,4
12_4.txt,1133,0.9,random,283,25,99.21,4
12_5.txt,1133,0.1,degree,56,5,36.54,7
12_5.txt,1133,0.1,degree,113,10,38.66,6
12_5.txt,1133,0.1,degree,283,25,47.4,5
12_5.txt,1133,0.2,degree,56,5,65.4,6
12_5.txt,1133,0.2,degree,113,10,65.58,5
12_5.txt,1133,0.2,degree,283,25,66.55,4
12_5.txt,1133,0.3,degree,56,5,77.32,5
12_5.txt,1133,0.3,degree,113,10,77.32,5
12_5.txt,1133,0.3,degree,283,25,77.32,5
12_5.txt,1133,0.4,degree,56,5,84.02,5
12_5.txt,1133,0.4,degree,113,10,84.02,5
12_5.txt,1133,0.4,degree,283,25,84.02,5
12_5.txt,1133,0.5,degree,56,5,87.38,4
12_5.txt,1133,0.5,degree,113,10,87.38,4
12_5.txt,1133,0.5,degree,283,25,87.38,3
12_5.txt,1133,0.6,degree,56,5,90.91,4
12_5.txt,1133,0.6,degree,113,10,90.91,4
12_5.txt,1133,0.6,degree,283,25,90.91,3
12_5.txt,1133,0.7,degree,56,5,94.09,4
12_5.txt,1133,0.7,degree,113,10,94.09,4
12_5.txt,1133,0.7,degree,283,25,94.09,3
12_5.txt,1133,0.8,degree,56,5,95.76,4
12_5.txt,1133,0.8,degree,113,10,95.76,3
12_5.txt,1133,0.8,degree,283,25,95.76,3
12_5.txt,1133,0.9,degree,56,5,98.76,4
12_5.txt,1133,0.9,degree,113,10,98.76,3
12_5.txt,1133,0.9,degree,283,25,98.76,3
12_5.txt,1133,0.1,closeness,56,5,35.83,6
12_5.txt,1133,0.1,closeness,113,10,39.1,6
12_5.txt,1133,0.1,closeness,283,25,46.78,6
12_5.txt,1133,0.2,closeness,56,5,65.4,6
12_5.txt,1133,0.2,closeness,113,10,65.4,6
12_5.txt,1133,0.2,closeness,283,25,66.11,5
12_5.txt,1133,0.3,closeness,56,5,77.32,6
12_5.txt,1133,0.3,closeness,113,10,77.32,5
12_5.txt,1133,0.3,closeness,283,25,77.49,5
12_5.txt,1133,0.4,closeness,56,5,84.02,5
12_5.txt,1133,0.4,closeness,113,10,84.02,5
12_5.txt,1133,0.4,closeness,283,25,84.02,5
12_5.txt,1133,0.5,closeness,56,5,87.38,4
12_5.txt,1133,0.5,closeness,113,10,87.38,4
12_5.txt,1133,0.5,closeness,283,25,87.38,3
12_5.txt,1133,0.6,closeness,56,5,90.91,4
12_5.txt,1133,0.6,closeness,113,10,90.91,4
12_5.txt,1133,0.6,closeness,283,25,90.91,3
12_5.txt,1133,0.7,closeness,56,5,94.09,5
12_5.txt,1133,0.7,closeness,113,10,94.09,4
12_5.txt,1133,0.7,closeness,283,25,94.09,4
12_5.txt,1133,0.8,closeness,56,5,95.76,3
12_5.txt,1133,0.8,closeness,113,10,95.76,3
12_5.txt,1133,0.8,closeness,283,25,95.76,3
12_5.txt,1133,0.9,closeness,56,5,98.76,4
12_5.txt,1133,0.9,closeness,113,10,98.76,4
12_5.txt,1133,0.9,closeness,283,25,98.76,3
12_5.txt,1133,0.1,random,56,5,41.04,13
12_5.txt,1133,0.1,random,113,10,46.43,11
12_5.txt,1133,0.1,random,283,25,57.02,5
12_5.txt,1133,0.2,random,56,5,67.43,7
12_5.txt,1133,0.2,random,113,10,69.29,6
12_5.txt,1133,0.2,random,283,25,75.73,5
12_5.txt,1133,0.3,random,56,5,78.2,6
12_5.txt,1133,0.3,random,113,10,79.52,5
12_5.txt,1133,0.3,random,283,25,83.85,4
12_5.txt,1133,0.4,random,56,5,84.47,5
12_5.txt,1133,0.4,random,113,10,85.26,5
12_5.txt,1133,0.4,random,283,25,88.26,4
12_5.txt,1133,0.5,random,56,5,87.64,5
12_5.txt,1133,0.5,random,113,10,88.35,4
12_5.txt,1133,0.5,random,283,25,90.56,4
12_5.txt,1133,0.6,random,56,5,91.17,4
12_5.txt,1133,0.6,random,113,10,91.7,4
12_5.txt,1133,0.6,random,283,25,92.85,4
12_5.txt,1133,0.7,random,56,5,94.26,4
12_5.txt,1133,0.7,random,113,10,94.7,4
12_5.txt,1133,0.7,random,283,25,95.5,3
12_5.txt,1133,0.8,random,56,5,95.94,4
12_5.txt,1133,0.8,random,113,10,96.29,4
12_5.txt,1133,0.8,random,283,25,96.73,3
12_5.txt,1133,0.9,random,56,5,98.85,4
12_5.txt,1133,0.9,random,113,10,98.94,4
12_5.txt,1133,0.9,random,283,25,98.94,3
